,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU01814,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU01815,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,NA
OTU01816,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA
OTU01817,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-008,NA
OTU01818,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,NA,NA
OTU01819,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU01820,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group,NA
OTU01821,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,NA
OTU01822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,NA
OTU01823,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
OTU01824,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU01825,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Paraeggerthella,hongkongensis
OTU01826,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Syntrophococcus,NA
OTU01827,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Beutenbergiaceae,Miniimonas,NA
OTU01828,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Dendrosporobacter,NA
OTU01829,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
OTU01830,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
OTU01831,Bacteria,NA,NA,NA,NA,NA,NA
OTU01832,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
OTU01833,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,NA,NA
OTU01834,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
OTU01835,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
OTU01836,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,NA,NA,NA
OTU01837,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae UCG-001,NA
OTU01838,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA
OTU01839,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
OTU01840,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
OTU01841,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA,NA
OTU01842,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA
OTU01843,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,NA,NA
OTU01844,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopococcus,NA
OTU01845,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
OTU01846,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,NA
OTU01847,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,NA
OTU01848,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
OTU01849,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU01850,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
OTU01851,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
OTU01852,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,NA
OTU01853,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA,NA
OTU01854,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
OTU01855,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,NA
OTU01856,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,NA,NA
OTU01857,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus,NA
OTU01858,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,NA,NA
OTU01859,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
OTU01860,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA
OTU01861,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Acetomicrobium,NA
OTU01862,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
OTU01863,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
OTU01864,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
OTU01865,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
OTU01866,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,NA
OTU01867,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,NA
OTU01868,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Blvii28 wastewater-sludge group,NA
OTU01869,Bacteria,Firmicutes,Limnochordia,NA,NA,NA,NA
OTU01870,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Synergistes,NA
OTU01871,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,NA
OTU01872,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae NK3B31 group,NA
OTU01873,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,NA
OTU01874,Bacteria,Patescibacteria,NA,NA,NA,NA,NA
OTU01875,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA,NA
OTU01876,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU01877,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,NA
OTU01878,Bacteria,Cyanobacteria,NA,NA,NA,NA,NA
OTU01879,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
OTU01880,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18 freshwater group,NA
OTU01881,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9,NA
OTU01882,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA
OTU01883,Bacteria,Actinobacteriota,Actinobacteria,PeM15,NA,NA,NA
OTU01884,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA
OTU01885,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,NA
OTU01886,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,NA
OTU01887,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-010,NA
OTU01888,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,NA,NA,NA
OTU01889,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,NA,NA,NA
OTU01890,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Blvii28 wastewater-sludge group,NA
OTU01891,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,NA
OTU01892,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Rivicola,NA
OTU01893,Bacteria,Chloroflexi,TK10,NA,NA,NA,NA
OTU01894,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,mucilaginosa
OTU01895,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,NA
OTU01896,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
OTU01897,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,NA,NA
OTU01898,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,NA,NA
OTU01899,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU01900,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
OTU01901,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
OTU01902,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU01903,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae UCG-001,NA
OTU01904,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA
OTU01905,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,NA,NA
OTU01906,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,NA
OTU01907,Bacteria,NA,NA,NA,NA,NA,NA
OTU01908,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,NA
OTU01909,Bacteria,Chloroflexi,Anaerolineae,20-Jan,NA,NA,NA
OTU01910,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,Candidatus Hydrogenedens,NA
OTU01911,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
OTU01912,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,NA
OTU01913,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA
OTU01914,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU01915,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,[Eubacterium] siraeum group,NA
OTU01916,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
OTU01917,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU01918,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU01919,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,NA
OTU01920,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU01921,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] hallii group,NA
OTU01922,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU01923,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
OTU01924,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA,NA
OTU01925,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Aminomonas,NA
OTU01926,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA
OTU01927,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,NA
OTU01928,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
OTU01929,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
OTU01930,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU01931,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Derxia,NA
OTU01932,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavihumibacter,NA
OTU01933,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sterolibacterium,NA
OTU01934,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Meiothermus,NA
OTU01935,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,NA
OTU01936,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
OTU01937,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,NA
OTU01938,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,NA
OTU01939,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,NA,NA
OTU01940,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella,NA
OTU01941,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU01942,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,NA
OTU01943,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,NA,NA
OTU01944,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,NA
OTU01945,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
OTU01946,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides,NA
OTU01947,Bacteria,Firmicutes,Clostridia,MAT-CR-H4-C10,NA,NA,NA
OTU01948,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Acetoanaerobium,NA
OTU01949,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Propionivibrio,NA
OTU01950,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
OTU01951,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,NA,NA
OTU01952,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,NA
OTU01953,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
OTU01954,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 12,NA
OTU01955,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
OTU01956,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Sulfurihydrogenibium,subterraneum
OTU01957,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
OTU01958,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,NA
OTU01959,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU01960,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
OTU01961,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,NA,NA
OTU01962,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,NA,NA,NA
OTU01963,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU01964,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,NA
OTU01965,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA,NA
OTU01966,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
OTU01967,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-009,NA
OTU01968,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,NA
OTU01969,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea,NA
OTU01970,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,W5053,NA
OTU01971,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,NA
OTU01972,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Proteiniclasticum,NA
OTU01973,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Luteococcus,japonicus
OTU01974,Bacteria,NA,NA,NA,NA,NA,NA
OTU01975,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,NA
OTU01976,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
OTU01977,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
OTU01978,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Mogibacterium,NA
OTU01979,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
OTU01980,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
OTU01981,Bacteria,Chloroflexi,OLB14,NA,NA,NA,NA
OTU01982,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA,NA
OTU01983,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,NA
OTU01984,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,NA
OTU01985,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoa,NA
OTU01986,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
OTU01987,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
OTU01988,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,NA
OTU01989,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU01990,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,NA
OTU01991,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,NA,NA,NA
OTU01992,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,NA
OTU01993,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,NA
OTU01994,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Pygmaiobacter,NA
OTU01995,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,NA
OTU01996,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea,NA
OTU01997,Bacteria,Firmicutes,Clostridia,Lachnospirales,NA,NA,NA
OTU01998,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
OTU01999,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Vogesella,NA
OTU02000,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,omnicolens
OTU02001,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella,NA
OTU02002,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,NA
OTU02003,Bacteria,Spirochaetota,MVP-15,NA,NA,NA,NA
OTU02004,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Acetoanaerobium,NA
OTU02005,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,NA
OTU02006,Bacteria,Patescibacteria,ABY1,Candidatus Falkowbacteria,NA,NA,NA
OTU02007,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU02008,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA
OTU02009,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Proteocatella,NA
OTU02010,Bacteria,Spirochaetota,V2072-189E03,NA,NA,NA,NA
OTU02011,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
OTU02012,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Aminomonas,NA
OTU02013,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA,NA
OTU02014,Bacteria,Patescibacteria,Berkelbacteria,NA,NA,NA,NA
OTU02015,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA
OTU02016,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage IV,NA,NA,NA
OTU02017,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
OTU02018,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,NA
OTU02019,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,NA
OTU02020,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA
OTU02021,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,NA
OTU02022,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU02023,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,NA,NA
OTU02024,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
OTU02025,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,NA,NA
OTU02026,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Thermoclostridium,NA
OTU02027,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA
OTU02028,Bacteria,Cyanobacteria,Sericytochromatia,NA,NA,NA,NA
OTU02029,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,NA
OTU02030,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
OTU02031,Bacteria,Caldatribacteriota,Caldatribacteriia,Caldatribacteriales,Caldatribacteriaceae,Candidatus Caldatribacterium,NA
OTU02032,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,NA,NA
OTU02033,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Pectinatus,NA
OTU02034,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA
OTU02035,Bacteria,Firmicutes,NA,NA,NA,NA,NA
OTU02036,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae NK3B31 group,NA
OTU02037,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] hallii group,NA
OTU02038,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
OTU02039,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA
OTU02040,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
OTU02041,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
OTU02042,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA
OTU02043,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,NA
OTU02044,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,NA
OTU02045,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA
OTU02046,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
OTU02047,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
OTU02048,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29,NA
OTU02049,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA
OTU02050,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA
OTU02051,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
OTU02052,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Propionivibrio,NA
OTU02053,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
OTU02054,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,NA
OTU02055,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Paludibacterium,NA
OTU02056,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA
OTU02057,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
OTU02058,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,NA
OTU02059,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,NA
OTU02060,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,NA
OTU02061,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopococcus,NA
OTU02062,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
OTU02063,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
OTU02064,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,JI49D030,NA,NA
OTU02065,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,NA
OTU02066,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinotignum,NA
